0,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.44,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.44,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
1.92,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
1.92,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,RegularSecureECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.4,SEC 1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.4,SEC 1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.88,RegularSecureECU_15,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.88,RegularSecureECU_15,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.88,RegularSecureECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.88,RegularSecureECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0.0
2.88,RegularSecureECU_10,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.88,RegularSecureECU_10,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0.0
2.88,RegularSecureECU_18,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.88,RegularSecureECU_18,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.88,Any_ECU_Name,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
2.88,Any_ECU_Name,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
2.88,RegularSecureECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
